WONUM,DESCRIPTION,ABCWUA_ADDRESS,PERSONGROUP,ABCWUA_SERVAREA,LOCATION,ASSETNUM,ABCWUA_CALLNUM,ABCWUA_CALLNUM2,WORKTYPE,ABCWUA_SUBWT,ORIGRECORDID,STATUS,STATUSDATE,WOPRIORITY,REPORTDATE,ACTFINISH,ABCWUA_EQNUM,WOEQ1,MAXGISID,MAP_PAGE,PIPE_DIAMETER,PIPE_LENGTH,PIPE_MATERIAL,ABCWUA_MANHOLE_FRM,ABCWUA_MANHOLE_TO,FAILURECODE,PROBLEMCODE,CAUSE,REMEDY,ABCWUA_10CODE,ABCWUA_SPILLAGE,VENDOR,ESTLABHRS,ACTLABHRS,PARENT,RPTDATE_CALPERIOD,RPTDATE_DAYOFWEEK,RPTDATE_HROFDAY,RPTDATE_WEEKOFYEAR,WO_AGING_DAYS,AGING_PERIOD,AGING_PERIOD_COMP
11636568,10-42 TOT 210,10409 GUADIANA SW,RECCL,AS,RPIPE,296140,211,210,CM,,72428,CLOSE,8/8/14 2:01,5,4/30/14 23:38,4/30/14 19:20,,,RPIPE287415,M-08,8,220,VCP,M08984,M08994,PIPE,PROPDAM,RAGS,CC,10-48,,,0,3.6666666667,,201404,WEDNESDAY,23,18,99,GT 90 DAYS,GT 90 DAYS
11638032,10-40 TOT 220,3003 GENERAL STILLWELL ST NE,RECCL,AS,RPIPE,279393,252,220,CM,,72508,CLOSE,8/8/14 2:00,5,5/5/14 6:23,5/4/14 16:41,,,RPIPE270668,G-20,8,280,CP,G20826,G20921,PIPE,PROPDAM,GREASE,CC,10-48,,,0,6,,201405,MONDAY   ,6,18,95,GT 90 DAYS,GT 90 DAYS
11640872,10-42 TOT260 authority sewer,5901 HARPER DR NE,RECCL,AS,RPIPE,267808,262,260,CM,,72663,COMP,6/10/14 11:20,5,5/9/14 15:29,5/9/14 13:20,,,RPIPE259083,E-17,10,337,VCP,E17392,E17393,PIPE,OVERFLOW,RGSGRS,CC,10-42,100,,0,2,,201405,FRIDAY   ,15,19,32,31-60 DAYS,31-60 DAYS
11641208,(10-48) H22603-604 On Call (AS),11500 MENAUL BLVD NE,RECCL,AS,RPIPE,273111,233,230,CM,,72688,COMP,6/19/14 10:37,5,5/11/14 15:11,5/11/14 18:15,,,RPIPE264386,H-22,8,155,VCP,H22603,H22604,PIPE,PROPDAM,GREASE,CC,10-48,,,0,3.75,,201405,SUNDAY   ,15,19,39,31-60 DAYS,31-60 DAYS
11642737,10-42 TOT 250,4404 MONTGOMERY BLVD NE,RECCL,AS,RPIPE,269615,258,250,CM,,72766,COMP,6/10/14 11:39,5,5/14/14 11:15,5/14/14 10:27,,,RPIPE260890,F-17,8,365.9,VCP,F17962,F17953,PIPE,OVERFLOW,GREASE,CC,10-42,735,,0,7.1333333333,,201405,WEDNESDAY,11,20,27,0-30 DAYS,0-30 DAYS
11643337,10-42 TOT 250,701 Sagewood Ct SE,RECCL,AS,RPIPE,315566,258,250,CM,,72790,COMP,6/10/14 11:30,5,5/15/14 12:13,5/15/14 8:05,,,RPIPE306841,L-22,8,80,CP,L22981,L22982,PIPE,OVERFLOW,RTSGRS,CC,10-42,"1,500",,0,2,,201405,THURSDAY ,12,20,26,0-30 DAYS,0-30 DAYS
11643417,10-40 TOT 260/262,631 SAN LORENZO AVE NW,RECCL,AS,RPIPE,268295,262,260,CM,,72808,COMP,6/19/14 10:17,4,5/15/14 15:26,5/15/14 14:00,,,RPIPE259570,G-14,8,34,DIP,G14371,G14374,PIPE,BACKUP,SDGTGRVL,CC,10-40,,,0,1.5,,201405,THURSDAY ,15,20,35,31-60 DAYS,31-60 DAYS
11659998,POSS 10-42 TOT 250/258 AS-tot Risk,1001 NAKOMIS DR NE,RECCL,AS,RPIPE,315596,258,250,CM,,73503,COMP,6/19/14 11:10,5,6/10/14 12:35,6/10/14 9:30,,,RPIPE306871,J-22,8,350,VCP,J22875,J22873,PIPE,OVERFLOW,GREASE,CC,10-42,500,,0,1.6666666667,,201406,TUESDAY  ,12,23,9,0-30 DAYS,0-30 DAYS
11662037,10-40 SEWER BACKUP,4602 3RD STREET NW,RECCL,AS,RPIPE,266114,262,260,CM,,73543,COMP,6/19/14 10:09,4,6/11/14 12:35,6/11/14 15:15,,,RPIPE257389,G-14,8,154,CP,G14184,G14084,PIPE,BACKUP,GREASE,CC,10-40,,,0,4.5,,201406,WEDNESDAY,12,24,8,0-30 DAYS,0-30 DAYS
11669782,1040 inside tot 250/255 AS,5908 AZTEC RD NE,RECCL,AS,RPIPE,276473,255,250,CM,,73818,COMPREVIEW,6/25/14 10:15,5,6/25/14 10:03,6/24/14 9:55,,Root Saw needed.,RPIPE267748,G-18,8,259,CP,G18731,G18722,PIPE,BACKUP,RTSGRS,CC,10-40,,,0,1.8333333333,,201406,WEDNESDAY,10,26,71,61-90 DAYS,0-30 DAYS
11681140,Resident called plumber,3011 COMMERCIAL ST NE,RECCL,AS,RPIPE,266812,213,260,CM,,74065,CLOSE,10/16/14 2:00,4,7/5/14 14:17,7/5/14 16:40,,,RPIPE258087,G-15,8,346,VCP,G15801,G15902,PIPE,BACKUP,GREASE,CC,10-40,,,0,1,,201407,SATURDAY ,14,27,102,GT 90 DAYS,GT 90 DAYS
11679134,10-42 BEHIND THE FBI BUILDING TOT UNIT 250,4200 LUECKING PARK AVE NE,RECCL,AS,RPIPE,266962,251,250,CM,,74133,CLOSE,10/14/14 2:00,5,7/8/14 12:37,7/8/14 12:00,,Root Saw needed.,RPIPE258237,G-16,10,250,CP,G16155,G16255,PIPE,OVERFLOW,RAGS,CC,10-42,"1,200",,0,4,,201407,TUESDAY  ,12,27,98,GT 90 DAYS,GT 90 DAYS
11683735,SEWER BACKUP IN MAN HOLE TOT UNIT 220 AS,7221 OTTAWA RD NE,RECCL,AS,RPIPE,271893,264,220,CM,,74279,CLOSE,10/17/14 2:00,4,7/13/14 15:03,7/13/14 18:45,,,RPIPE263168,G-19,8,350,CP,G19823,G19722,PIPE,BACKUP,ROOTS,CC,10-40,,,0,6,,201407,SUNDAY   ,15,28,95,GT 90 DAYS,GT 90 DAYS
11683094,10-40/tot 210/216,1608 LOS LUCEROS NW,RECCL,AS,RPIPE,301386,212,210,CM,,74327,CLOSE,10/16/14 2:00,4,7/14/14 22:01,7/14/14 22:00,,,RPIPE292661,H-12,8,271,VCP,H12573,H12475,PIPE,BACKUP,DEBRIS,CC,10-40,,,0,1,,201407,MONDAY   ,22,28,93,GT 90 DAYS,GT 90 DAYS
11685895,10-40 tot 210-212// AS,400 WYOMING BLVD NE,RECCL,AS,RPIPE,314371,212,210,CM,,74414,CLOSE,11/11/14 2:00,4,7/18/14 23:06,7/18/14 20:10,,Use Grenade,RPIPE305646,K-20,10,275,CP,K20407,K20406,PIPE,BACKUP,SDGTGRVL,CC,10-40,,,0,3.1666666667,,201407,FRIDAY   ,23,29,115,GT 90 DAYS,GT 90 DAYS
11686941,10-40 TOT 250 as,1218 CARLOS REY DR SW,RECCL,AS,RPIPE,287789,222,250,CM,,74419,CLOSE,11/11/14 2:00,4,7/21/14 8:48,7/19/14 18:00,,,RPIPE279064,L-11,8,298,PVC,L11232,L11331,PIPE,BACKUP,GREASE,CC,10-40,,,0,4.5,,201407,MONDAY   ,8,29,113,GT 90 DAYS,GT 90 DAYS
11691986,POSS 10-42//tot 250//258,11409 APPIAN WY NE,RECCL,AS,RPIPE,279688,258,250,CM,,74649,CLOSE,11/3/14 2:01,5,7/30/14 11:40,7/30/14 10:45,,,RPIPE270963,G-22,8,260,VCP,G22501,G22502,PIPE,OVERFLOW,RGSGRS,CC,10-42,52,,0,1,,201407,WEDNESDAY,11,31,96,GT 90 DAYS,GT 90 DAYS
11695139,10-42 TOT 250,San Francisco & Louisiana NE,RECCL,AS,RPIPE,264511,262,250,CM,,74728,COMP,9/3/14 9:59,5,8/2/14 12:36,8/2/14 12:30,,,RPIPE255786,D-18,8,60,VCP,D18691,D18690,PIPE,OVERFLOW,GREASE,CC,10-42,"2,625",,0,5.5,,201408,SATURDAY ,12,31,32,31-60 DAYS,31-60 DAYS
11704498,10-42 tot 220-255 as,914 BROADWAY BLVD SE,RECCL,AS,RPIPE,286724,255,220,CM,,75009,COMP,9/8/14 8:53,4,8/20/14 7:40,8/16/14 19:00,,,RPIPE277999,K-14,8,360,VCP,K14965,K14864,PIPE,BACKUP,GREASE,CC,10-40,,,0,6,,201408,WEDNESDAY,7,34,19,0-30 DAYS,0-30 DAYS
11705869,10-40-apt complex tot Unit 210/211,515 VASSAR DR SE,RECCL,AS,RPIPE,282431,211,210,CM,,75071,COMP,9/3/14 11:34,5,8/21/14 15:52,8/19/14 20:10,,Root Saw needed.,RPIPE273706,K-16,8,298,PVC,L16032,K16933,PIPE,PROPDAM,ROOTS,ROOTSAW,10-48,,,0,1,,201408,THURSDAY ,15,34,13,0-30 DAYS,0-30 DAYS
11721355,"10-48 vactor clean out, pipe close to service",9950 CENTRAL AVE SE,RECCL,AS,RPIPE,318849,251,250,CM,,75298,COMP,9/3/14 11:42,5,8/28/14 9:53,8/28/14 14:00,,,RPIPE310124,L-20,8,302,CP,L20072,L20066,PIPE,PROPDAM,GREASE,CC,10-48,,,0,1.2,,201408,THURSDAY ,9,35,6,0-30 DAYS,0-30 DAYS
11722116,1052 tot 210 / call res & he will meet there. lives across from pump station,1135 BROADWAY BLVD NE,RECCL,AS,RPIPE,282753,213,210,CM,,75311,COMP,9/16/14 10:45,4,8/28/14 15:25,8/28/14 18:25,,,RPIPE274028,J-14,12,290,CP,J14685,J14683,PIPE,1,GREASE,CC,10-40,,,0,3,,201408,THURSDAY ,15,35,19,0-30 DAYS,0-30 DAYS
11723318,10-42 tot 211// AS,TRACY & EL SOLINDO NE,RECCL,AS,RPIPE,275166,211,211,CM,,75448,COMP,9/16/14 10:52,5,9/5/14 1:16,9/4/14 23:20,,Root Saw needed.,RPIPE266441,G-22,8,260,VCP,G22422,G22423,PIPE,OVERFLOW,RTSGRS,CC,10-42,"4,000",,0,4.6666666667,,201409,FRIDAY   ,1,36,11,0-30 DAYS,0-30 DAYS
11725156,10-48,801 YALE BLVD NE,RECCL,AS,RPIPE,284608,264,260,CM,,75455,COMP,9/16/14 10:38,5,9/5/14 8:46,9/5/14 10:48,,,RPIPE275883,J-15,8,150.3,CP,J15995,J15993,PIPE,PROPDAM,GREASE,CC,10-48,,,0,4,,201409,FRIDAY   ,8,36,11,0-30 DAYS,0-30 DAYS
11724569,10-40 TOT UNIT 250/251 AS - res notified,631 GRACELAND DR SE,RECCL,AS,RPIPE,282786,251,250,CM,,75501,COMP,9/16/14 10:34,4,9/8/14 15:32,9/8/14 12:00,,,RPIPE274061,L-17,8,300,CP,L17234,L17132,PIPE,BACKUP,UNKNOWN,CC,10-40,,,0,0.5,,201409,MONDAY   ,15,36,8,0-30 DAYS,0-30 DAYS
11726500,10-48 AS,114 GIRARD BLVD SE,RECCL,AS,RPIPE,280027,264,260,CM,,75583,COMP,10/7/14 13:39,5,9/11/14 6:34,9/10/14 17:20,,,RPIPE271302,K-16,8,393,VCP,K16551,K16552,PIPE,PROPDAM,GREASE,CC,10-48,,,0,4,,201409,THURSDAY ,6,37,26,0-30 DAYS,0-30 DAYS
11726513,10-40 AS,Odelia NE / Commercial NE,RECCL,AS,RPIPE,282105,264,260,CM,,75564,COMP,9/16/14 10:30,5,9/11/14 6:59,9/10/14 9:05,,,RPIPE273380,J-14,8,77,CP,J14283,J14281,PIPE,BACKUP,RGSGRS,CC,10-40,,,0,2,,201409,THURSDAY ,6,37,5,0-30 DAYS,0-30 DAYS
11727324,10-40 chevron AU,5980 ALAMEDA RD NE,RECCL,AS,RPIPE,261533,251,260,CM,,75642,COMP,10/1/14 9:31,5,9/13/14 17:12,9/13/14 14:25,,,RPIPE252808,C-18,8,209,PVC,C18331,C18336,PIPE,OVERFLOW,GREASE,CC,10-42,200,,0,0.8333333333,,201409,SATURDAY ,17,37,18,0-30 DAYS,0-30 DAYS
11728725,10-42/tot 210/212,5995 ALAMEDA BLVD NE,RECCL,AS,RPIPE,261533,212,210,CM,,75704,COMP,10/1/14 9:19,5,9/16/14 22:06,9/17/14 0:30,,,RPIPE252808,C-18,8,209,PVC,C18331,C18336,PIPE,OVERFLOW,GRSSDGRV,CC,10-42,40,,0,4.6666666667,,201409,TUESDAY  ,22,37,14,0-30 DAYS,0-30 DAYS
11733198,10-40 tot 212//  AS,1613 PRINCETON DR SE,RECCL,AS,RPIPE,285414,212,210,CM,,75954,COMP,10/3/14 13:22,4,9/26/14 18:06,9/25/14 21:30,,,RPIPE276689,L-16,8,320,CP,L16634,L16534,PIPE,BACKUP,RAGS,CC,10-40,,,0,1.6666666667,,201409,FRIDAY   ,18,39,7,0-30 DAYS,0-30 DAYS
11734441,230 (1042) H21623-622 On Call,10412 PROSPECT AVE NE,RECCL,AS,RPIPE,271928,226,230,CM,,75991,COMP,10/1/14 9:48,5,9/28/14 13:17,9/28/14 16:00,,,RPIPE263203,H-21,8,221,CP,H21623,H21622,PIPE,OVERFLOW,ROCKS,CC,10-42,50,,0,4,,201409,SUNDAY   ,13,39,3,0-30 DAYS,0-30 DAYS
11738342,10-40 AS,920 LOUISIANA BLVD SE,RECCL,AS,RPIPE,281274,227,250,CM,,76142,COMP,10/21/14 14:22,4,10/6/14 9:26,10/4/14 14:30,,,RPIPE272549,L-19,8,288,VCP,L19601,L18694,PIPE,BACKUP,GREASE,CC,10-40,,,0,4,,201410,MONDAY   ,9,40,15,0-30 DAYS,0-30 DAYS
11741780,10-42 TOT 211,CONCHAS & COCHITI SE,RECCL,AS,RPIPE,317996,211,211,CM,,76279,COMP,11/4/14 8:45,5,10/13/14 19:21,10/13/14 17:55,,Rags and Grease: Use Tornado nozzle,RPIPE309271,L-20,8,303,CP,L20085,L20073,PIPE,OVERFLOW,RGSGRS,CC,10-42,10,,0,2.1666666667,,201410,MONDAY   ,19,41,22,0-30 DAYS,0-30 DAYS
11747505,10-40 tot 210,213 CONCHAS ST NE,RECCL,AS,RPIPE,316597,212,210,CM,,76455,COMP,11/7/14 14:37,4,10/21/14 18:55,10/21/14 16:50,,HEAVY GREASE: USE TORNADO NOZZLE.. Root Saw needed.,RPIPE307872,K-20,8,330,CP,K20881,K20782,PIPE,BACKUP,RGSGRS,CC,10-40,,,0,1,,201410,TUESDAY  ,18,42,17,0-30 DAYS,0-30 DAYS
11747879,inside damage per caller due to our cleaning lines in the area,5115 GLENDALE RD NW,RECCL,AS,RPIPE,308323,213,210,CM,,76432,COMP,11/7/14 11:38,5,10/22/14 15:12,10/20/14 20:30,,,RPIPE299598,K-11,8,285,VCP,K11063,K11073,PIPE,PROPDAM,EQUFAIL,CC,10-48,,,0,0.3333333333,,201410,WEDNESDAY,15,43,16,0-30 DAYS,0-30 DAYS
11752829,1042 TOT 250/251 AS--rooted ln,12312 PROSPECT AVE NE,RECCL,AS,RPIPE,273141,251,250,CM,,76547,COMP,11/4/14 8:28,5,10/27/14 11:08,10/27/14 10:15,,,RPIPE264416,H-22,8,375,VCP,H22652,H22651,PIPE,OVERFLOW,ROOTS,CC,10-42,60,,0,1.5,,201410,MONDAY   ,11,43,8,0-30 DAYS,0-30 DAYS
11754727,10-42 TOT UNIT 250--258 AS will follow up,2800 LA VETA DR NE,RECCL,AS,RPIPE,270132,258,250,CM,,76618,COMP,11/4/14 8:36,5,10/30/14 11:52,10/30/14 11:30,,Use Grenade,RPIPE261407,H-18,8,201,CP,H18211,H18206,PIPE,OVERFLOW,GREASE,CC,10-42,100,,0,1.5,,201410,THURSDAY ,11,44,5,0-30 DAYS,0-30 DAYS
11759835,10-42 TOT 260/264,4700 DANUBE DR NE,RECCL,AS,RPIPE,278405,264,260,CM,,76757,COMP,11/14/14 12:03,5,11/7/14 14:25,11/7/14 15:25,,,RPIPE269680,F-22,8,400,VCP,F22843,F22837,PIPE,OVERFLOW,ROOTS,CC,10-42,275,,0,2,,201411,FRIDAY   ,14,45,7,0-30 DAYS,0-30 DAYS
11759149,10-40  tot 212/AS 10-48,11504 NASSAU DR NE,RECCL,AS,RPIPE,277037,212,212,CM,,76763,COMP,11/14/14 12:06,5,11/7/14 20:09,11/7/14 21:10,,Root Saw needed.,RPIPE268312,F-22,8,265,VCP,F22833,F22826,PIPE,PROPDAM,UNKNOWN,CC,10-48,,,0,1,,201411,FRIDAY   ,20,45,7,0-30 DAYS,0-30 DAYS
11759453,230 (1042) M14374-375 On Call (AS),612 BETHEL AVE SE,RECCL,AS,RPIPE,313584,262,230,CM,,76813,COMP,11/14/14 12:12,5,11/11/14 20:46,11/12/14 1:30,,,RPIPE304859,L-22,8,285,VCP,L21196,L21194,PIPE,OVERFLOW,RGSGRS,CC,10-42,25,,0,4,,201411,TUESDAY  ,20,45,3,0-30 DAYS,0-30 DAYS
11763814,10-40 AS,626 SAN CLEMENTE AVE NW,RECCL,AS,RPIPE,269377,264,260,CM,,76970,COMP,12/5/14 10:45,4,11/21/14 7:29,11/20/14 11:16,,,RPIPE260652,G-14,15,52,RCP,G14372,G14374,PIPE,BACKUP,DEBRIS,CC,10-40,,,0,2.5,,201411,FRIDAY   ,7,47,14,0-30 DAYS,0-30 DAYS
11764957,10-40  tot 260-252// AS,6320 DOMINGO RD NE B,RECCL,AS,RPIPE,280698,252,260,CM,,77040,COMP,12/5/14 11:08,3,11/24/14 7:09,11/24/14 14:14,,,RPIPE271973,K-18,8,312,CP,K18561,K18551,PIPE,BACKUP,GREASE,CC,10-40,,,0,9,,201411,MONDAY   ,7,47,11,0-30 DAYS,0-30 DAYS
11767838,10-40 TOT UNIT 220 AS,324 BRYN MAWR DR SE,RECCL,AS,RPIPE,280164,263,220,CM,,77181,COMP,12/5/14 11:06,4,11/30/14 15:50,11/30/14 20:30,,Root Saw needed.,RPIPE271439,K-16,8,330,VCP,K16871,K16771,PIPE,BACKUP,RTSGRS,ROOTSAW,10-40,,,0,11,,201411,SUNDAY   ,15,48,5,0-30 DAYS,0-30 DAYS
11775821,10-42 in intersection AS,HENDRIX AVE. & WOODFORD DR. NE,RECCL,AS,RPIPE,277702,211,250,CM,,77514,CLOSE,4/8/15 2:01,5,12/20/14 12:51,12/20/14 11:45,,,RPIPE268977,G-18,8,292,CP,G18037,G18131,PIPE,OVERFLOW,GRSSDGRV,CC,10-42,725,,0,4.1666666667,,201412,SATURDAY ,12,51,109,GT 90 DAYS,GT 90 DAYS
11776539,1042 TOT 250/252 AS,14400 SOULA DR NE,RECCL,AS,RPIPE,314164,252,250,CM,,77546,CLOSE,4/8/15 2:00,5,12/22/14 13:00,12/22/14 12:15,,,RPIPE305439,K-23,8,313,VCP,K23261,K23254,PIPE,OVERFLOW,RTSGRS,CC,10-42,80,,0,1.5,,201412,MONDAY   ,13,51,107,GT 90 DAYS,GT 90 DAYS
11778731,10-40 TOT UNIT 260 AS,2038 WISCONSIN ST NE,RECCL,AS,RPIPE,271979,233,260,CM,,77653,COMP,1/12/15 10:35,5,12/29/14 8:13,12/28/14 18:50,,,RPIPE263254,H-19,8,300,CP,H19794,H19892,PIPE,PROPDAM,GREASE,CC,10-48,,,0,4.5833333333,,201412,MONDAY   ,8,52,14,0-30 DAYS,0-30 DAYS
11778742,10-40/tot 260 tot 233 AS,7711 MORROW AVE NE,RECCL,AS,RPIPE,283440,233,260,CM,,77671,COMP,1/12/15 11:22,4,12/29/14 8:37,12/28/14 23:30,,Root Saw needed.,RPIPE274715,H-19,8,576,CP,H19961,H19952,PIPE,BACKUP,GREASE,CC,10-40,,,0,3,,201412,MONDAY   ,8,52,14,0-30 DAYS,0-30 DAYS
11778888,10-40 TOT 250/251 AS,1418 CENTRAL AVE SE,RECCL,AS,RPIPE,282291,251,250,CM,,77677,COMP,1/12/15 11:20,5,12/29/14 15:16,12/29/14 10:50,,.,RPIPE273566,K-15,8,210,CP,K15451,K15357,PIPE,BACKUP,RGSGRS,CC,10-40,,,0,0.5833333333,,201412,MONDAY   ,15,52,14,0-30 DAYS,0-30 DAYS
11780583,10-42/tot 220,Juan Tabo Blvd. & Southern Ave. SE,RECCL,AS,RPIPE,317887,226,220,CM,,77807,COMP,1/27/15 13:23,5,1/1/15 21:45,1/1/15 22:00,,Use Grenade,RPIPE309162,L-22,8,400,VCP,L21491,L21392,PIPE,OVERFLOW,RAGS,CC,10-42,"7,050",,0,6,,201501,THURSDAY ,21,1,26,0-30 DAYS,0-30 DAYS
11782901,10-40 tot 258,208 GENERAL SOMERVELL ST NE,RECCL,AS,RPIPE,313565,258,250,CM,,77933,COMP,2/10/15 10:46,4,1/5/15 10:17,1/5/15 11:30,,,RPIPE304840,K-20,8,301,CP,K20842,K20841,PIPE,BACKUP,GREASE,CC,10-40,,,0,2.2333333333,,201501,MONDAY   ,10,1,36,31-60 DAYS,31-60 DAYS
11782356,10-40 tot 220,187 MONTE LARGO DR NE,RECCL,AS,RPIPE,313547,226,220,CM,,77952,COMP,1/27/15 13:11,5,1/6/15 7:01,1/6/15 3:30,,Root Saw needed.,RPIPE304822,L-23,8,280,VCP,L23121,L23122,PIPE,PROPDAM,RTSGRS,CC,10-48,,,0,6,,201501,TUESDAY  ,7,1,21,0-30 DAYS,0-30 DAYS
11782701,10-40 TOT 211/212 AS-flushed/cleaned lns,1625 ESCALANTE AVE SW,RECCL,AS,RPIPE,284312,212,211,CM,,77987,COMP,1/27/15 13:15,4,1/6/15 22:39,1/6/15 18:20,,Root Saw needed.,RPIPE275587,K-13,8,430,VCP,K13122,K13231,PIPE,BACKUP,RAGS,CC,10-40,,,0,0.5833333333,,201501,TUESDAY  ,22,1,21,0-30 DAYS,0-30 DAYS
11783536,10-42 TOT 258/251,7550 Pan American Freeway NE,RECCL,AS,RPIPE,263575,251,250,CM,,77996,COMP,1/27/15 13:19,5,1/8/15 6:09,1/7/15 9:33,,,RPIPE254850,D-18,8,270,VCP,D18611,D18604,PIPE,OVERFLOW,GREASE,CC,10-42,"26,954",,0,1.8666666667,,201501,THURSDAY ,6,2,19,0-30 DAYS,0-30 DAYS
11785770,10-42,3904 68TH ST NW,RECCL,AS,RPIPE,308436,211,221,CM,,78085,COMP,1/27/15 13:26,5,1/12/15 20:10,1/12/15 17:00,,Root Saw needed.,RPIPE299711,G-10,8,290,VCP,G10362,G10263,PIPE,OVERFLOW,GREASE,CC,10-42,40,,0,1.5,,201501,MONDAY   ,20,2,15,0-30 DAYS,0-30 DAYS
11787492,10-40 250 TOT 255 AS,11204 HAINES AVE NE,RECCL,AS,RPIPE,312277,255,250,CM,,78106,COMP,1/27/15 13:08,4,1/15/15 6:37,1/14/15 9:30,,,RPIPE303552,J-21,8,250,CP,J21153,J21152,PIPE,BACKUP,ROOTS,CC,10-40,,,0,1.3333333333,,201501,THURSDAY ,6,3,12,0-30 DAYS,0-30 DAYS
11787912,10-42 TOT 260 tot 263,5100 INDIAN SCHOOL RD NE,RECCL,AS,RPIPE,267068,263,260,CM,,78128,COMP,1/27/15 13:32,5,1/16/15 15:34,1/16/15 11:40,,,RPIPE258343,H-17,8,155,CP,J17091,J17092,PIPE,OVERFLOW,RGSGRS,CC,10-42,40,,0,3,,201501,FRIDAY   ,15,3,11,0-30 DAYS,0-30 DAYS
11788931,10-42 AS,10410 SANTA SUSANA RD NE,RECCL,AS,RPIPE,279769,227,260,CM,,78138,COMP,1/27/15 13:38,5,1/20/15 7:41,1/17/15 15:55,,Root Saw needed.,RPIPE271044,G-21,8,310,VCP,G21353,G21354,PIPE,OVERFLOW,ROOTS,CC,10-42,25,,0,1.8333333333,,201501,TUESDAY  ,7,3,7,0-30 DAYS,0-30 DAYS
11792595,10-40 TOT 260,1201 GOLD AVE SW,RECCL,AS,RPIPE,281378,264,260,CM,,78185,COMP,1/27/15 13:04,4,1/22/15 6:38,1/21/15 14:00,,Root Saw needed.,RPIPE272653,K-13,8,139,VCP,K13172,K13173,PIPE,BACKUP,ROOTS,ROOTSAW,10-40,,,0,2,,201501,THURSDAY ,6,4,5,0-30 DAYS,0-30 DAYS
11795032,10-40,8001 DAYTONA RD NW,RECCL,AS,RPIPE,308218,262,260,CM,,78194,COMP,2/9/15 14:29,4,1/23/15 12:12,1/23/15 13:13,,,RPIPE299493,J-09,8,177.94,PVC,J09973,J09972,PIPE,BACKUP,RAGS,CC,10-40,,,0,2.4333333333,,201501,FRIDAY   ,12,4,17,0-30 DAYS,0-30 DAYS
11795019,10-40 TOT 260,2818 SOL DE VIDA NW,RECCL,AS,RPIPE,299703,262,260,CM,,78184,COMP,2/9/15 14:33,4,1/27/15 7:12,1/21/15 14:22,,,RPIPE290978,G-11,8,177,VCP,H11916,G11915,PIPE,BACKUP,ROOTS,CC,10-40,,,0,1.7333333333,,201501,TUESDAY  ,7,4,13,0-30 DAYS,0-30 DAYS
11795464,1042 TOT 260/261 AS-unplugged/cleaned,1115 Central Ave. NE,RECCL,AS,RPIPE,286725,261,260,CM,,78234,COMP,2/3/15 14:40,5,1/27/15 9:26,1/27/15 11:15,,,RPIPE278000,K-15,8,70,VCP,K15335,K15333,PIPE,OVERFLOW,DEBRIS,CC,10-42,80,,0,2,,201501,TUESDAY  ,9,4,7,0-30 DAYS,0-30 DAYS
11795471,10-40 TOT 160/261,1311 DOUGLAS MACARTHUR RD NW,RECCL,AS,RPIPE,269178,261,260,CM,,78235,COMP,2/9/15 14:37,4,1/27/15 11:12,1/27/15 17:30,,,RPIPE260453,F-14,8,440,CP,F14512,F14522,PIPE,BACKUP,UNKNOWN,CC,10-40,,,0,10.3333333333,,201501,TUESDAY  ,11,4,13,0-30 DAYS,0-30 DAYS
11795461,10-42 TOT 260 AS,2350 Alamo Ave SE,RECCL,AS,RPIPE,283692,264,260,CM,,78237,COMP,2/3/15 14:55,5,1/28/15 6:12,1/27/15 16:30,,,RPIPE274967,M-16,8,400,VCP,M16211,M16204,PIPE,OVERFLOW,ROOTS,ROOTSAW,10-42,125,,0,6,,201501,WEDNESDAY,6,4,6,0-30 DAYS,0-30 DAYS
11801150,10-40 TOT 212,1401 WILLIAM ST SE,RECCL,AS,RPIPE,284895,211,212,CM,,78256,COMP,2/10/15 10:42,4,1/28/15 15:26,1/28/15 17:30,,,RPIPE276170,L-14,8,184,PVC,L14242,L14253,PIPE,BACKUP,RGSGRS,CC,10-40,,,0,3,,201501,WEDNESDAY,15,4,13,0-30 DAYS,0-30 DAYS
11798188,10-42 TOT 260/264,11801 TIVOLI AVE NE,RECCL,AS,RPIPE,272912,264,260,CM,,78272,COMP,2/3/15 15:04,5,1/31/15 11:44,1/31/15 14:30,,,RPIPE264187,G-22,8,400,VCP,G22634,G22631,PIPE,OVERFLOW,ROOTS,CC,10-42,100,,0,1.9333333333,,201501,SATURDAY ,11,5,3,0-30 DAYS,0-30 DAYS
11800422,10-42 TOT 220,4411 CANYON CT NE,RECCL,AS,RPIPE,278828,222,220,CM,,78344,COMP,2/10/15 10:14,5,2/7/15 16:01,2/7/15 15:45,,authority sewer,RPIPE270103,F-23,8,309,VCP,G23061,F23961,PIPE,OVERFLOW,ROOTS,ROOTSAW,10-42,50,,0,4.1666666667,,201502,SATURDAY ,16,6,3,0-30 DAYS,0-30 DAYS
11802922,10-40 TOT UNIT 260,832 FITZGERALD RD NW,RECCL,AS,RPIPE,266659,262,260,CM,,78390,COMP,2/24/15 8:49,4,2/12/15 6:42,2/11/15 15:48,,,RPIPE257934,G-14,8,293,CP,G14732,G14741,PIPE,BACKUP,RAGS,CC,10-40,,,0,1.6,,201502,THURSDAY ,6,7,12,0-30 DAYS,0-30 DAYS
